category,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
      Hospitals\12\,543.0,567.0,564.0,528.0,480.0,492.0,528.0,546.0,586.0,603.0,625.0,660.0,695.0,798.0,904.0,1004.0,1095.0,1349.0,1641.0,1884.0,2049.0,2288.0,2521.0,2850.0,3127.0,3409.0,3745.0,4147.0,4620.0,5255.0,5863.0,6303.0,6770.0,7545.0,8341.0,9080.0,9996.0,11330.0,13234.0,15736.0,18303.0,20901.0,24314.0,27580.0,30628.0,35260.0,41685.0,48625.0,55141.0,63623.0,72948.0,84662.0,100035.0,115176.0,127394.0,135803.0,145777.0,157413.0,170922.0,188785.0,207699.0,228784.0,253293.0,277619.0,295473.0,307246.0,318444.0,330073.0,345494.0,360080.0,373236.0,393892.0,427107.0,469536.0,498438.0,537865.0,577152.0,617043.0,658084.0,689803.0,736321.0,769882.0,796973.0,830321.0,857684.0,894642.0,949457.0,992616.0,1022690.0,1072206.0,1139643.0,1087463.0,1235587.0,1301752.0,1396479.0,1493606.0
      Nursing homes,29.0,30.0,30.0,28.0,25.0,26.0,28.0,29.0,31.0,32.0,33.0,35.0,37.0,42.0,48.0,53.0,58.0,71.0,87.0,100.0,109.0,121.0,134.0,151.0,166.0,181.0,198.0,220.0,245.0,278.0,315.0,572.0,732.0,878.0,1131.0,1542.0,1592.0,1953.0,2416.0,3027.0,3810.0,4457.0,5318.0,5957.0,6692.0,7666.0,8821.0,9871.0,11053.0,12848.0,14358.0,16364.0,18294.0,19313.0,22428.0,24905.0,26974.0,29391.0,30658.0,35079.0,38869.0,45292.0,48698.0,52528.0,55886.0,58652.0,64845.0,70682.0,76308.0,81536.0,83218.0,87908.0,93661.0,98615.0,105657.0,111758.0,118968.0,124183.0,133811.0,141578.0,147990.0,155097.0,157911.0,161133.0,163944.0,169335.0,175074.0,182276.0,185641.0,190136.0,197037.0,187227.0,190004.0,202377.0,226746.0,248715.0
  Transportation,7544.0,6081.0,4925.0,3873.0,3899.0,4513.0,5201.0,6041.0,6420.0,5531.0,6264.0,7033.0,8337.0,5369.0,5364.0,5666.0,6602.0,12121.0,15435.0,17960.0,21171.0,24575.0,24227.0,24407.0,28040.0,27352.0,33421.0,32719.0,35701.0,33730.0,38766.0,40765.0,39294.0,44117.0,47819.0,50724.0,56529.0,59026.0,60977.0,69846.0,75885.0,76503.0,88742.0,98315.0,108567.0,112767.0,124390.0,147373.0,168125.0,184475.0,207123.0,226486.0,250724.0,255868.0,284926.0,321776.0,357415.0,362580.0,376633.0,404758.0,428334.0,442931.0,418274.0,451285.0,484968.0,527305.0,552478.0,596666.0,639313.0,666171.0,726264.0,793116.0,805575.0,806831.0,840113.0,893836.0,955268.0,987931.0,1028046.0,1016981.0,879735.0,961758.0,1080327.0,1135467.0,1177886.0,1217428.0,1181629.0,1184304.0,1261319.0,1348138.0,1359955.0,1151677.0,1525659.0,1779788.0,1804241.0,1807549.0
    Motor vehicles,2683.0,1710.0,1192.0,661.0,809.0,1074.0,1570.0,2002.0,2071.0,1286.0,1758.0,2300.0,2823.0,415.0,410.0,322.0,318.0,2701.0,5134.0,6620.0,9312.0,12106.0,10601.0,9718.0,12385.0,11430.0,16075.0,13977.0,15508.0,12900.0,16406.0,17095.0,15153.0,18561.0,21234.0,22565.0,26195.0,26162.0,25600.0,30801.0,32045.0,28451.0,36097.0,41361.0,45460.0,38659.0,42356.0,56805.0,66919.0,74756.0,73840.0,66504.0,73443.0,79584.0,100828.0,124398.0,146582.0,163975.0,164241.0,175902.0,180805.0,176865.0,157945.0,176071.0,193918.0,216106.0,220343.0,235838.0,253949.0,280728.0,309661.0,321439.0,342029.0,359673.0,357397.0,362187.0,359345.0,341507.0,344331.0,287921.0,265724.0,287877.0,304446.0,333302.0,354996.0,381414.0,415638.0,425788.0,446790.0,465283.0,458045.0,457737.0,592216.0,612594.0,629181.0,606394.0
      New motor vehicles,2638.0,1672.0,1158.0,633.0,780.0,1041.0,1534.0,1961.0,2027.0,1244.0,1709.0,2219.0,2653.0,127.0,136.0,50.0,37.0,2239.0,4322.0,5354.0,8001.0,10656.0,9009.0,8281.0,11410.0,11134.0,14221.0,11983.0,13005.0,10088.0,13623.0,14467.0,12450.0,15559.0,17887.0,18998.0,22216.0,22046.0,21081.0,25990.0,26842.0,23438.0,30535.0,35171.0,38710.0,31691.0,34568.0,46639.0,55858.0,62734.0,61406.0,54331.0,59141.0,64278.0,82867.0,99666.0,117830.0,134047.0,128790.0,138220.0,139304.0,134664.0,112903.0,126690.0,138896.0,151200.0,147451.0,152971.0,162209.0,179374.0,200058.0,210708.0,230018.0,243551.0,251607.0,252431.0,248894.0,233047.0,233151.0,185218.0,165623.0,182289.0,207856.0,236959.0,249763.0,264413.0,276937.0,273765.0,280730.0,286383.0,285733.0,292778.0,351575.0,375081.0,402413.0,394880.0
      Net purchases of used motor vehicles,44.0,38.0,34.0,28.0,29.0,33.0,36.0,40.0,45.0,42.0,49.0,81.0,171.0,288.0,274.0,272.0,281.0,462.0,812.0,1266.0,1310.0,1450.0,1592.0,1437.0,974.0,296.0,1854.0,1994.0,2503.0,2812.0,2783.0,2628.0,2703.0,3002.0,3347.0,3567.0,3979.0,4116.0,4519.0,4811.0,5203.0,5013.0,5562.0,6190.0,6750.0,6968.0,7788.0,10166.0,11061.0,12022.0,12434.0,12173.0,14301.0,15306.0,17961.0,24732.0,28752.0,29928.0,35451.0,37682.0,41501.0,42201.0,45042.0,49381.0,55022.0,64906.0,72892.0,82868.0,91741.0,101354.0,109602.0,110731.0,112011.0,116122.0,105790.0,109757.0,110451.0,108461.0,111180.0,102703.0,100101.0,105588.0,96590.0,96343.0,105233.0,117001.0,138701.0,152023.0,166059.0,178900.0,172312.0,164959.0,240641.0,237514.0,226768.0,211514.0
    Motor vehicle operation,3257.0,2915.0,2501.0,2193.0,2157.0,2450.0,2589.0,2890.0,3144.0,3085.0,3290.0,3481.0,4128.0,3020.0,2293.0,2559.0,3452.0,6506.0,7414.0,8365.0,8988.0,9672.0,10673.0,11635.0,12571.0,12964.0,14366.0,15660.0,17040.0,17766.0,19131.0,20320.0,20747.0,21988.0,22987.0,24325.0,26231.0,28425.0,30453.0,33474.0,37350.0,40989.0,44851.0,48241.0,53674.0,63382.0,70614.0,77413.0,86448.0,94006.0,115778.0,139741.0,155902.0,154364.0,160217.0,170334.0,182726.0,169395.0,181099.0,194228.0,210460.0,226897.0,221033.0,234724.0,246087.0,262082.0,278346.0,301518.0,318348.0,312294.0,338874.0,384768.0,382858.0,371046.0,401393.0,444564.0,505679.0,551553.0,585655.0,626017.0,515370.0,569722.0,657214.0,678588.0,689705.0,694245.0,624326.0,614607.0,661048.0,713021.0,712923.0,604397.0,781334.0,941250.0,919498.0,909221.0
      Motor vehicle parts and accessories,648.0,523.0,433.0,314.0,280.0,346.0,368.0,402.0,433.0,398.0,484.0,530.0,673.0,303.0,366.0,449.0,652.0,1391.0,1385.0,1315.0,1216.0,1545.0,1507.0,1633.0,1462.0,1318.0,1582.0,1734.0,1974.0,2122.0,2383.0,2487.0,2569.0,2825.0,3012.0,3237.0,3450.0,3765.0,4001.0,4613.0,5403.0,6087.0,7136.0,8004.0,8898.0,9507.0,10287.0,11367.0,12877.0,14417.0,16335.0,17926.0,19574.0,20430.0,22117.0,22794.0,23483.0,23544.0,23940.0,26311.0,26966.0,28254.0,27803.0,28727.0,30797.0,33737.0,35366.0,37647.0,39133.0,39477.0,41070.0,41788.0,41260.0,41674.0,44121.0,47124.0,50609.0,53442.0,56242.0,55417.0,52859.0,56589.0,60733.0,63306.0,67132.0,70178.0,75095.0,78836.0,82624.0,84715.0,86910.0,89075.0,104747.0,113808.0,121240.0,126385.0
"      Motor vehicle fuels, lubricants, and fluids",1814.0,1749.0,1540.0,1476.0,1466.0,1640.0,1743.0,1945.0,2143.0,2145.0,2181.0,2273.0,2649.0,2090.0,1339.0,1384.0,1809.0,3366.0,4015.0,4789.0,5317.0,5522.0,6126.0,6765.0,7441.0,7844.0,8617.0,9414.0,10200.0,10580.0,11281.0,12004.0,12009.0,12597.0,12952.0,13572.0,14751.0,16032.0,17100.0,18560.0,20460.0,21921.0,23150.0,24406.0,28131.0,36130.0,39703.0,43046.0,46934.0,50102.0,66243.0,86689.0,97919.0,94125.0,93081.0,94568.0,97205.0,80052.0,85355.0,88395.0,98716.0,111440.0,108852.0,112864.0,114518.0,116492.0,120410.0,130494.0,134428.0,120787.0,134190.0,168609.0,162485.0,153611.0,178977.0,213376.0,261430.0,295926.0,319919.0,360955.0,263790.0,312138.0,386787.0,397808.0,395669.0,383099.0,297404.0,268630.0,302501.0,341696.0,328716.0,238409.0,361108.0,481699.0,436921.0,414263.0
      Motor vehicle maintenance and repair,721.0,580.0,473.0,358.0,364.0,413.0,424.0,483.0,504.0,480.0,554.0,601.0,717.0,552.0,518.0,646.0,889.0,1583.0,1822.0,2038.0,2204.0,2331.0,2672.0,2835.0,3211.0,3320.0,3643.0,3951.0,4269.0,4441.0,4814.0,5136.0,5433.0,5779.0,6183.0,6602.0,7041.0,7568.0,8221.0,9055.0,10110.0,11449.0,12862.0,13975.0,14685.0,15710.0,18327.0,20468.0,23785.0,26438.0,29818.0,31190.0,33861.0,35109.0,39861.0,45869.0,53365.0,56247.0,61515.0,68261.0,72452.0,73905.0,69368.0,73722.0,77019.0,82420.0,86908.0,90755.0,93857.0,99567.0,105852.0,112499.0,118169.0,120815.0,126668.0,131095.0,136931.0,138908.0,143366.0,140488.0,133849.0,136699.0,144840.0,148526.0,150737.0,156627.0,159332.0,167645.0,172315.0,179087.0,186802.0,178384.0,208628.0,237993.0,251571.0,257479.0
      Other motor vehicle services,74.0,63.0,55.0,45.0,47.0,51.0,54.0,59.0,64.0,62.0,71.0,77.0,89.0,76.0,69.0,80.0,102.0,166.0,193.0,223.0,250.0,274.0,368.0,402.0,457.0,482.0,524.0,561.0,597.0,623.0,653.0,693.0,736.0,787.0,840.0,914.0,988.0,1060.0,1130.0,1246.0,1377.0,1532.0,1703.0,1856.0,1960.0,2035.0,2297.0,2532.0,2852.0,3049.0,3382.0,3936.0,4548.0,4700.0,5158.0,7103.0,8673.0,9552.0,10289.0,11260.0,12326.0,13298.0,15010.0,19410.0,23753.0,29433.0,35662.0,42622.0,50930.0,52464.0,57762.0,61872.0,60943.0,54946.0,51627.0,52970.0,56709.0,63277.0,66129.0,69158.0,64872.0,64296.0,64855.0,68948.0,76167.0,84341.0,92495.0,99497.0,103608.0,107524.0,110496.0,98529.0,106851.0,107751.0,109766.0,111093.0
    Public transportation,1604.0,1456.0,1232.0,1019.0,932.0,989.0,1042.0,1149.0,1204.0,1159.0,1216.0,1252.0,1385.0,1934.0,2662.0,2786.0,2832.0,2914.0,2887.0,2975.0,2872.0,2798.0,2953.0,3053.0,3085.0,2958.0,2980.0,3082.0,3153.0,3064.0,3229.0,3351.0,3394.0,3568.0,3598.0,3834.0,4103.0,4439.0,4925.0,5571.0,6490.0,7063.0,7794.0,8713.0,9433.0,10726.0,11420.0,13155.0,14758.0,15713.0,17505.0,20241.0,21380.0,21920.0,23880.0,27044.0,28107.0,29210.0,31293.0,34629.0,37070.0,39169.0,39296.0,40490.0,44963.0,49116.0,53789.0,59309.0,67015.0,73149.0,77730.0,86908.0,80688.0,76112.0,81323.0,87085.0,90244.0,94871.0,98059.0,103044.0,98640.0,104158.0,118668.0,123576.0,133185.0,141769.0,141665.0,143908.0,153482.0,169834.0,188987.0,89543.0,152109.0,225943.0,255563.0,291934.0
      Ground transportation\13\,1599.0,1452.0,1229.0,1014.0,928.0,984.0,1035.0,1140.0,1195.0,1150.0,1203.0,1233.0,1361.0,1910.0,2637.0,2751.0,2776.0,2830.0,2794.0,2872.0,2754.0,2655.0,2763.0,2826.0,2817.0,2659.0,2630.0,2686.0,2706.0,2583.0,2637.0,2672.0,2630.0,2682.0,2670.0,2749.0,2823.0,2962.0,3109.0,3331.0,3639.0,3982.0,4308.0,4578.0,4712.0,5173.0,5519.0,6013.0,6450.0,6598.0,7098.0,7445.0,7973.0,8405.0,8743.0,9349.0,9777.0,9874.0,9969.0,11191.0,11796.0,12938.0,14015.0,14764.0,15435.0,16135.0,16679.0,17436.0,18050.0,20126.0,21313.0,22874.0,24746.0,24562.0,25315.0,27847.0,29563.0,32446.0,33306.0,34409.0,33884.0,34643.0,37585.0,38844.0,42073.0,45558.0,48240.0,50793.0,54974.0,61551.0,68122.0,38143.0,46763.0,67271.0,80783.0,95968.0
      Air transportation,3.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,8.0,8.0,12.0,18.0,23.0,23.0,24.0,33.0,55.0,82.0,92.0,102.0,117.0,142.0,189.0,227.0,267.0,299.0,350.0,395.0,446.0,480.0,591.0,678.0,762.0,884.0,927.0,1084.0,1279.0,1475.0,1812.0,2236.0,2846.0,3075.0,3480.0,4128.0,4712.0,5543.0,5890.0,7128.0,8291.0,9096.0,10384.0,12768.0,13377.0,13480.0,15066.0,17552.0,18088.0,18987.0,20935.0,22987.0,24840.0,25891.0,25069.0,25581.0,29224.0,32349.0,36053.0,40380.0,47159.0,51022.0,54332.0,61817.0,53640.0,49251.0,53640.0,56725.0,58131.0,59779.0,61977.0,65884.0,62315.0,66875.0,78636.0,82102.0,88340.0,93192.0,89988.0,89627.0,94749.0,104257.0,116539.0,48533.0,101042.0,153028.0,168542.0,189133.0
      Water transportation,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,6.0,7.0,9.0,11.0,12.0,14.0,17.0,19.0,23.0,27.0,31.0,35.0,71.0,143.0,242.0,349.0,390.0,451.0,434.0,340.0,212.0,145.0,303.0,632.0,1058.0,1494.0,1807.0,2001.0,2084.0,2218.0,2301.0,2299.0,2369.0,2512.0,2549.0,2646.0,2775.0,2751.0,2442.0,2640.0,2447.0,2631.0,2772.0,3019.0,3436.0,3488.0,3759.0,4026.0,4325.0,2866.0,4304.0,5644.0,6237.0,6833.0
  Communication,677.0,681.0,651.0,567.0,516.0,529.0,564.0,612.0,653.0,655.0,693.0,736.0,834.0,986.0,1165.0,1308.0,1448.0,1562.0,1679.0,1900.0,2066.0,2306.0,2575.0,2859.0,3158.0,3286.0,3597.0,3918.0,4257.0,4532.0,4834.0,5206.0,5557.0,5907.0,6429.0,6938.0,7535.0,8121.0,8873.0,9679.0,10729.0,11606.0,12764.0,14353.0,16131.0,17688.0,19955.0,22425.0,24304.0,27014.0,29425.0,31796.0,35963.0,41056.0,44838.0,48422.0,53104.0,56856.0,59985.0,63139.0,67276.0,70093.0,73870.0,81142.0,85767.0,93263.0,98942.0,108317.0,120106.0,128803.0,140187.0,153775.0,159082.0,161080.0,165141.0,171151.0,177266.0,190536.0,203039.0,214046.0,212837.0,220725.0,228082.0,232460.0,243307.0,262756.0,269072.0,278362.0,283212.0,290238.0,293551.0,294521.0,316433.0,329695.0,336436.0,343943.0
    Telephone and related communication equipment,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,11.0,12.0,13.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,24.0,28.0,31.0,34.0,39.0,44.0,152.0,378.0,653.0,979.0,1199.0,1224.0,1244.0,1220.0,1256.0,1306.0,1436.0,1625.0,1782.0,1874.0,2049.0,2302.0,2676.0,3011.0,3389.0,3736.0,4178.0,4806.0,5515.0,5839.0,6243.0,7540.0,8640.0,9190.0,11224.0,13114.0,14417.0,15994.0,18107.0,19454.0,22155.0,23339.0,26192.0,28134.0,26898.0,27595.0,28306.0,28067.0,25368.0,30193.0,32367.0,33717.0,34837.0
    Postal and delivery services,105.0,101.0,95.0,83.0,78.0,84.0,91.0,99.0,108.0,111.0,114.0,118.0,136.0,158.0,188.0,227.0,255.0,268.0,297.0,324.0,327.0,355.0,395.0,429.0,467.0,489.0,527.0,567.0,599.0,630.0,639.0,680.0,718.0,785.0,892.0,972.0,1028.0,1091.0,1181.0,1316.0,1424.0,1490.0,1693.0,1884.0,1950.0,2111.0,2181.0,2557.0,2695.0,2988.0,3331.0,3570.0,4095.0,4717.0,4975.0,5392.0,5906.0,6339.0,6800.0,7287.0,7466.0,7509.0,7793.0,7790.0,8046.0,8491.0,9153.0,9483.0,9646.0,9787.0,9865.0,9889.0,9658.0,9456.0,10072.0,10747.0,11315.0,12959.0,13696.0,15118.0,14342.0,14507.0,13564.0,12665.0,12800.0,13518.0,13718.0,14241.0,14049.0,14596.0,14712.0,15682.0,17320.0,17658.0,17052.0,17134.0
      First-class postal service by U.S. Postal Service (USPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,673.0,711.0,776.0,882.0,961.0,1015.0,1077.0,1166.0,1295.0,1393.0,1450.0,1640.0,1819.0,1881.0,2034.0,2101.0,2469.0,2609.0,2891.0,3238.0,3488.0,4028.0,4660.0,4839.0,5158.0,5582.0,5923.0,6284.0,6665.0,6725.0,6654.0,6819.0,6707.0,6879.0,7225.0,7797.0,8075.0,8232.0,8203.0,8203.0,8072.0,7845.0,7733.0,8012.0,8277.0,8506.0,9575.0,9784.0,10763.0,10091.0,9842.0,8760.0,7422.0,7302.0,7621.0,7477.0,7502.0,6796.0,6762.0,6590.0,6397.0,6389.0,6486.0,6447.0,6451.0
      Other delivery services (by non-USPS facilities),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,7.0,9.0,10.0,11.0,13.0,14.0,15.0,21.0,31.0,40.0,53.0,65.0,69.0,77.0,80.0,88.0,86.0,97.0,93.0,82.0,67.0,57.0,136.0,233.0,324.0,416.0,516.0,623.0,741.0,855.0,974.0,1083.0,1166.0,1266.0,1356.0,1408.0,1414.0,1584.0,1662.0,1818.0,1813.0,1723.0,2059.0,2470.0,2808.0,3384.0,3912.0,4355.0,4250.0,4666.0,4805.0,5243.0,5498.0,5897.0,6241.0,6740.0,7253.0,7834.0,8122.0,9285.0,10931.0,11172.0,10605.0,10683.0
    Telecommunication services,569.0,577.0,554.0,482.0,436.0,443.0,472.0,511.0,542.0,542.0,576.0,615.0,695.0,825.0,973.0,1078.0,1190.0,1289.0,1377.0,1570.0,1732.0,1943.0,2171.0,2422.0,2684.0,2790.0,3062.0,3342.0,3649.0,3893.0,4186.0,4516.0,4829.0,5111.0,5525.0,5953.0,6493.0,7013.0,7675.0,8343.0,9285.0,10095.0,11048.0,12444.0,14153.0,15546.0,17741.0,19829.0,21565.0,23874.0,25717.0,27574.0,30889.0,35140.0,38639.0,41786.0,45978.0,49261.0,51879.0,54390.0,58135.0,60702.0,64003.0,70998.0,75008.0,81291.0,85168.0,92770.0,103149.0,109981.0,117573.0,126414.0,131187.0,131301.0,130446.0,132828.0,137689.0,144838.0,149042.0,152168.0,146352.0,147627.0,149609.0,146333.0,151223.0,160947.0,156901.0,159979.0,162422.0,168645.0,170312.0,169399.0,177972.0,183379.0,181654.0,181401.0
    Internet access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,50.0,100.0,200.0,305.0,412.0,805.0,1611.0,2675.0,3575.0,4858.0,7943.0,11956.0,12399.0,14080.0,17083.0,18937.0,19071.0,21514.0,27187.0,32343.0,36149.0,40484.0,45454.0,51307.0,55945.0,62099.0,70319.0,77244.0,79146.0,78691.0,80460.0,84072.0,90947.0,96292.0,104012.0,110570.0
  Recreation,4490.0,4119.0,3372.0,2492.0,2258.0,2531.0,2742.0,3153.0,3527.0,3382.0,3611.0,3936.0,4482.0,4916.0,5253.0,5754.0,6528.0,9014.0,9832.0,10280.0,10561.0,11736.0,12340.0,13023.0,13819.0,14336.0,15436.0,16406.0,16794.0,17257.0,18762.0,19711.0,20468.0,22085.0,23853.0,26295.0,28891.0,33364.0,35822.0,39932.0,43699.0,47017.0,50114.0,56199.0,63016.0,68939.0,77053.0,86193.0,94917.0,106279.0,118863.0,127440.0,141635.0,151438.0,169326.0,189972.0,207163.0,225398.0,247013.0,273378.0,295743.0,314746.0,326272.0,346841.0,378423.0,413996.0,449768.0,481538.0,509502.0,544345.0,589943.0,633684.0,646979.0,669335.0,704252.0,758840.0,805178.0,855664.0,897000.0,899965.0,863442.0,884420.0,901621.0,934409.0,970601.0,1012609.0,1059356.0,1112733.0,1169929.0,1231691.0,1290464.0,1276883.0,1526999.0,1670750.0,1784760.0,1873432.0
"    Video and audio equipment, computers, and related services",1024.0,935.0,513.0,304.0,228.0,266.0,292.0,377.0,433.0,390.0,470.0,546.0,669.0,701.0,508.0,444.0,507.0,1284.0,1594.0,1676.0,1905.0,2695.0,2632.0,2804.0,3105.0,3316.0,3511.0,3663.0,3636.0,3688.0,3996.0,4096.0,4338.0,4587.0,4956.0,5588.0,6373.0,7583.0,8452.0,9209.0,9798.0,10463.0,11026.0,12387.0,13873.0,14990.0,16796.0,18461.0,19986.0,21673.0,24146.0,25911.0,28721.0,31122.0,38503.0,44208.0,50778.0,58772.0,65279.0,73167.0,77660.0,81097.0,84559.0,89092.0,98662.0,108571.0,119259.0,128040.0,135919.0,149949.0,166138.0,181153.0,184929.0,191376.0,201505.0,223558.0,239960.0,257753.0,273762.0,276549.0,267173.0,275474.0,282802.0,293692.0,300013.0,306542.0,311757.0,323711.0,339223.0,362555.0,385198.0,418282.0,482801.0,503904.0,530723.0,556453.0
      Video and audio equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835.0,2813.0,2955.0,3124.0,3410.0,3975.0,4715.0,5818.0,6531.0,7069.0,7435.0,7955.0,8313.0,9381.0,10531.0,11307.0,12621.0,13903.0,14841.0,16241.0,18226.0,19254.0,20603.0,20575.0,24485.0,28050.0,32322.0,36096.0,39543.0,42319.0,43772.0,43695.0,42994.0,44574.0,48138.0,53475.0,56844.0,58494.0,58756.0,65379.0,72969.0,79866.0,82829.0,85938.0,87163.0,94068.0,101350.0,106286.0,105998.0,100506.0,87730.0,83195.0,81485.0,77784.0,74736.0,71812.0,68881.0,66026.0,64699.0,66972.0,69290.0,66618.0,80241.0,82437.0,85818.0,89409.0
      Information processing equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,111.0,122.0,134.0,145.0,164.0,180.0,208.0,222.0,257.0,302.0,343.0,385.0,434.0,463.0,485.0,506.0,524.0,582.0,599.0,594.0,641.0,784.0,1704.0,3280.0,3463.0,3330.0,5685.0,6723.0,8774.0,8941.0,9574.0,12510.0,12738.0,16039.0,20534.0,25028.0,29606.0,34225.0,37550.0,40686.0,44086.0,42144.0,44489.0,50744.0,60427.0,68378.0,77097.0,88177.0,90369.0,88318.0,94986.0,101839.0,107909.0,113522.0,119108.0,119573.0,127365.0,143995.0,164308.0,180780.0,214603.0,254593.0,264400.0,286868.0,308214.0
      Services related to video and audio goods and computers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.0,1173.0,1262.0,1329.0,1401.0,1449.0,1478.0,1557.0,1700.0,1884.0,2061.0,2165.0,2328.0,2572.0,2879.0,3199.0,3669.0,4034.0,4563.0,4833.0,5326.0,6016.0,7334.0,8843.0,10738.0,12695.0,15126.0,16991.0,19013.0,22074.0,24947.0,27828.0,29055.0,31780.0,34485.0,34562.0,37387.0,39940.0,42938.0,47019.0,52483.0,57201.0,59956.0,60948.0,63598.0,69063.0,70232.0,74370.0,79587.0,85674.0,91125.0,97293.0,99478.0,107999.0,111756.0,115621.0,123304.0,130320.0,130529.0,131275.0,135128.0,137061.0,147967.0,157068.0,158038.0,158829.0
    Sports and recreational goods and related services,757.0,634.0,521.0,371.0,333.0,400.0,445.0,533.0,618.0,599.0,651.0,705.0,839.0,864.0,845.0,987.0,1177.0,1850.0,2093.0,2249.0,2239.0,2514.0,2794.0,2941.0,3060.0,3086.0,3436.0,3725.0,3944.0,4046.0,4491.0,4652.0,4826.0,5243.0,5711.0,6385.0,7186.0,8517.0,9234.0,10657.0,11728.0,12058.0,13067.0,15642.0,17544.0,18548.0,21346.0,24647.0,27282.0,30603.0,33812.0,33639.0,36642.0,37908.0,40113.0,46767.0,49636.0,53675.0,59813.0,65066.0,70862.0,74170.0,76503.0,80621.0,87314.0,95460.0,101932.0,107758.0,113413.0,122726.0,134033.0,145983.0,150670.0,156090.0,163031.0,173562.0,184083.0,193545.0,197680.0,191262.0,174623.0,177449.0,183736.0,193138.0,205189.0,218079.0,234259.0,247954.0,257274.0,267782.0,278627.0,335446.0,397532.0,411873.0,422723.0,438485.0
      Sports and recreational vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0,766.0,697.0,783.0,907.0,1150.0,1371.0,1721.0,1945.0,2631.0,3258.0,3472.0,4178.0,5479.0,6409.0,6199.0,7451.0,8578.0,9983.0,10845.0,11706.0,9826.0,10424.0,10346.0,10748.0,13759.0,14622.0,15714.0,16434.0,17024.0,17310.0,16617.0,15963.0,15864.0,17979.0,20379.0,22491.0,24076.0,26034.0,28655.0,31824.0,34917.0,35377.0,36547.0,41047.0,45940.0,49129.0,51362.0,52433.0,46339.0,36380.0,35792.0,37320.0,40698.0,46616.0,51729.0,57689.0,63599.0,70612.0,73217.0,74420.0,87101.0,105633.0,106933.0,99880.0,99431.0
      Other sporting and recreational goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597.0,3837.0,4086.0,4413.0,4751.0,5170.0,5742.0,6705.0,7179.0,7898.0,8313.0,8434.0,8715.0,9917.0,10881.0,12127.0,13633.0,15762.0,16936.0,19318.0,21460.0,23224.0,25513.0,26796.0,28564.0,31888.0,33904.0,36668.0,41841.0,46310.0,51527.0,55428.0,58436.0,62804.0,67234.0,72970.0,77016.0,81258.0,84779.0,90964.0,98578.0,106839.0,110677.0,114577.0,117108.0,122825.0,130036.0,137136.0,140179.0,140248.0,134008.0,137220.0,141652.0,147407.0,153469.0,161047.0,171193.0,178957.0,181076.0,188933.0,198301.0,242537.0,285316.0,297785.0,315274.0,330910.0
      Maintenance and repair of recreational vehicles and sports equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,50.0,43.0,47.0,54.0,65.0,72.0,91.0,109.0,128.0,157.0,152.0,173.0,245.0,254.0,222.0,262.0,306.0,363.0,441.0,646.0,589.0,705.0,766.0,802.0,1119.0,1110.0,1293.0,1538.0,1732.0,2024.0,2125.0,2104.0,1953.0,2100.0,2111.0,2425.0,2424.0,2601.0,3107.0,3631.0,4227.0,4616.0,4965.0,4876.0,4797.0,4918.0,5048.0,5068.0,4675.0,4235.0,4438.0,4764.0,5033.0,5104.0,5304.0,5377.0,5398.0,5587.0,5632.0,5906.0,5809.0,6583.0,7155.0,7569.0,8143.0
