category,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
      Net health insurance,175.0,177.0,147.0,112.0,107.0,132.0,150.0,178.0,214.0,225.0,249.0,268.0,326.0,396.0,464.0,497.0,547.0,601.0,707.0,778.0,783.0,847.0,871.0,984.0,1199.0,1312.0,1366.0,1348.0,1526.0,1525.0,1654.0,1763.0,1963.0,2143.0,2171.0,2372.0,2620.0,2897.0,2939.0,3821.0,4105.0,4431.0,5181.0,6323.0,6695.0,6910.0,7307.0,8068.0,10547.0,12856.0,13047.0,13571.0,15512.0,18863.0,21521.0,26487.0,28365.0,25629.0,23571.0,29083.0,36576.0,43437.0,45186.0,50051.0,56049.0,59272.0,62028.0,66917.0,73541.0,80758.0,85733.0,94378.0,101091.0,106528.0,116653.0,116546.0,129363.0,130646.0,131261.0,129052.0,122436.0,143019.0,153301.0,145831.0,154088.0,177040.0,187121.0,200150.0,215194.0,248926.0,231994.0,238726.0,245589.0,251932.0,259913.0,270143.0
        Medical care and hospitalization\20\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,793.0,924.0,1032.0,1069.0,1174.0,1306.0,1383.0,1296.0,1953.0,1918.0,2146.0,2580.0,3497.0,3602.0,3556.0,3240.0,3594.0,5415.0,6396.0,7158.0,7605.0,9101.0,11811.0,14453.0,18916.0,20562.0,16519.0,14148.0,18878.0,25963.0,31825.0,34120.0,38426.0,43496.0,46954.0,49154.0,52080.0,56158.0,63449.0,68610.0,75529.0,80701.0,86494.0,97742.0,97504.0,106891.0,106232.0,105039.0,102946.0,98693.0,117703.0,127244.0,119108.0,125423.0,145625.0,151671.0,164310.0,176505.0,207318.0,189149.0,198450.0,215877.0,210787.0,216358.0,228634.0
        Income loss\21\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,531.0,579.0,606.0,580.0,623.0,687.0,792.0,860.0,986.0,1181.0,1125.0,1345.0,1555.0,1701.0,1734.0,2189.0,2193.0,2407.0,3357.0,2275.0,1868.0,1875.0,2462.0,2098.0,2103.0,2064.0,2440.0,2191.0,2490.0,2356.0,2617.0,1825.0,2102.0,1500.0,1800.0,1400.0,1105.0,1172.0,1321.0,1488.0,1697.0,1892.0,1999.0,2134.0,2222.0,2316.0,2471.0,2616.0,2720.0,2694.0,2647.0,2761.0,2853.0,2945.0,3012.0,3174.0,3229.0,3355.0,3514.0,3700.0,3847.0,4010.0,5563.0,5653.0,5194.0
        Workers' compensation\22\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0,440.0,460.0,505.0,522.0,575.0,628.0,722.0,783.0,882.0,1006.0,1160.0,1256.0,1271.0,1392.0,1620.0,1878.0,2281.0,2725.0,3103.0,3614.0,4098.0,4536.0,4590.0,4970.0,5468.0,5739.0,6670.0,7232.0,7714.0,8256.0,8995.0,9241.0,9523.0,11053.0,10518.0,11474.0,13732.0,16210.0,15987.0,15635.0,17151.0,18499.0,18035.0,16776.0,16819.0,20156.0,21943.0,23606.0,23386.0,21050.0,22670.0,23295.0,23871.0,25720.0,28402.0,32275.0,32610.0,35334.0,38094.0,39144.0,36430.0,25702.0,35582.0,37902.0,36315.0
      Net motor vehicle and other transportation insurance\23\,113.0,116.0,116.0,110.0,115.0,118.0,129.0,138.0,153.0,155.0,174.0,188.0,209.0,204.0,180.0,188.0,208.0,272.0,325.0,408.0,499.0,586.0,996.0,1131.0,1287.0,1390.0,1495.0,1578.0,1649.0,1727.0,1882.0,2013.0,2095.0,2185.0,2317.0,2467.0,2619.0,2908.0,3201.0,3453.0,3711.0,4073.0,4568.0,5131.0,5586.0,5709.0,5927.0,6401.0,7336.0,8305.0,9300.0,9951.0,10541.0,11175.0,12187.0,13398.0,14671.0,16555.0,18301.0,20408.0,22050.0,23510.0,24430.0,27304.0,30378.0,32750.0,34496.0,36702.0,37807.0,40382.0,43234.0,43070.0,44434.0,45698.0,49071.0,53516.0,57616.0,57193.0,61979.0,62413.0,60846.0,60279.0,61762.0,61724.0,63022.0,65978.0,68245.0,71086.0,77603.0,77619.0,83044.0,81221.0,94454.0,96177.0,94515.0,102888.0
  Other goods and services,5449.0,4925.0,4522.0,3798.0,3365.0,3771.0,3998.0,4314.0,4790.0,4765.0,4994.0,5276.0,5965.0,6822.0,7951.0,8500.0,9277.0,10335.0,11112.0,11678.0,11768.0,12217.0,13257.0,14260.0,15017.0,15431.0,16310.0,17471.0,18782.0,19878.0,21393.0,22433.0,23722.0,24858.0,26166.0,27833.0,30157.0,33314.0,35768.0,38609.0,41001.0,44263.0,46962.0,50984.0,56930.0,62205.0,67808.0,76273.0,83766.0,93178.0,100409.0,110675.0,121230.0,127772.0,143433.0,157655.0,173267.0,190016.0,208165.0,225390.0,245651.0,262297.0,268009.0,290055.0,304538.0,316871.0,332720.0,350833.0,368398.0,393721.0,429352.0,458494.0,477902.0,496803.0,526520.0,559063.0,589540.0,624534.0,657603.0,667936.0,666376.0,687207.0,712096.0,725370.0,742575.0,770571.0,805678.0,833058.0,869452.0,902847.0,938233.0,913441.0,1056880.0,1145283.0,1223013.0,1293141.0
    Personal care\24\,1306.0,1211.0,1113.0,919.0,743.0,860.0,906.0,976.0,1089.0,1072.0,1135.0,1181.0,1338.0,1568.0,1885.0,2128.0,2310.0,2356.0,2538.0,2612.0,2622.0,2775.0,3031.0,3271.0,3534.0,3802.0,4162.0,4670.0,5147.0,5514.0,5857.0,6314.0,6916.0,7512.0,7895.0,8496.0,9182.0,10238.0,11150.0,12055.0,12539.0,13235.0,13472.0,14318.0,15839.0,17240.0,18809.0,20592.0,23460.0,26113.0,28571.0,30819.0,33143.0,34467.0,39945.0,43325.0,47494.0,51887.0,56686.0,62482.0,67406.0,72410.0,71720.0,77031.0,81599.0,87341.0,93820.0,99722.0,106163.0,113686.0,122551.0,132191.0,137466.0,143292.0,152540.0,164511.0,175404.0,185767.0,194466.0,200088.0,198174.0,206749.0,215391.0,222776.0,228564.0,238525.0,248027.0,254925.0,264274.0,278856.0,292953.0,254843.0,308524.0,354158.0,387556.0,412696.0
    Personal items\25\,926.0,828.0,586.0,434.0,332.0,388.0,442.0,500.0,585.0,574.0,619.0,686.0,878.0,1126.0,1444.0,1572.0,1828.0,2184.0,2177.0,2211.0,2090.0,2126.0,2304.0,2487.0,2558.0,2631.0,2795.0,2910.0,2925.0,2961.0,3090.0,3097.0,3127.0,3319.0,3491.0,3889.0,4304.0,5006.0,5368.0,5997.0,6445.0,6712.0,7361.0,8032.0,9646.0,10975.0,12536.0,14855.0,16424.0,18023.0,18625.0,20156.0,20957.0,20303.0,22791.0,25773.0,27532.0,31537.0,34349.0,36960.0,38848.0,39977.0,40144.0,42214.0,44739.0,46943.0,48739.0,50945.0,50992.0,54303.0,59658.0,63653.0,61451.0,63392.0,67774.0,73851.0,78829.0,85681.0,90645.0,87782.0,81590.0,84633.0,92643.0,95164.0,95517.0,96281.0,97500.0,96365.0,95608.0,98218.0,100143.0,98699.0,135433.0,143015.0,145015.0,152594.0
    Social services and religious activities\26\,356.0,356.0,327.0,278.0,250.0,258.0,263.0,284.0,299.0,296.0,303.0,326.0,348.0,394.0,455.0,523.0,548.0,617.0,649.0,699.0,700.0,739.0,798.0,901.0,965.0,1039.0,1097.0,1231.0,1310.0,1411.0,1570.0,1617.0,1683.0,1676.0,1796.0,2099.0,2350.0,2685.0,3048.0,3292.0,3602.0,3871.0,4384.0,5053.0,5459.0,5854.0,6499.0,7494.0,8598.0,10020.0,11881.0,13993.0,16138.0,17944.0,19618.0,21833.0,25060.0,28034.0,31435.0,33873.0,38580.0,41177.0,43546.0,47510.0,51123.0,54381.0,58127.0,61111.0,64627.0,69261.0,74416.0,81144.0,88365.0,93357.0,98615.0,104061.0,110230.0,116774.0,124599.0,129887.0,133349.0,139010.0,143430.0,148112.0,155150.0,165160.0,175876.0,186609.0,199709.0,211011.0,222755.0,227496.0,256750.0,280973.0,312997.0,334748.0
    Professional and other services,1166.0,1081.0,1007.0,846.0,807.0,899.0,952.0,1020.0,1144.0,1126.0,1171.0,1213.0,1321.0,1397.0,1552.0,1641.0,1721.0,1824.0,2004.0,2147.0,2247.0,2326.0,2588.0,2687.0,2859.0,3012.0,3201.0,3350.0,3705.0,4001.0,4322.0,4534.0,4854.0,5131.0,5483.0,5784.0,6229.0,6856.0,7274.0,7842.0,8620.0,9653.0,10408.0,11389.0,12746.0,14037.0,14895.0,16546.0,18303.0,20741.0,22146.0,24846.0,28163.0,30755.0,33564.0,37483.0,42370.0,46403.0,51149.0,57332.0,62206.0,67742.0,70190.0,75293.0,78376.0,80878.0,82829.0,87635.0,92767.0,100055.0,107189.0,113015.0,120915.0,126621.0,137134.0,142976.0,148402.0,155312.0,163632.0,165972.0,158925.0,158917.0,163557.0,164318.0,166973.0,172445.0,180063.0,185498.0,194897.0,198619.0,206003.0,211608.0,231671.0,244690.0,257860.0,277891.0
      Legal services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.0,2024.0,2292.0,2419.0,2642.0,2797.0,3039.0,3429.0,3614.0,3804.0,4195.0,4956.0,5481.0,6033.0,6951.0,7686.0,7986.0,8787.0,9700.0,11121.0,11738.0,13182.0,15543.0,17236.0,18937.0,21485.0,24600.0,27348.0,30927.0,34729.0,37692.0,40984.0,41751.0,44889.0,46204.0,47035.0,47420.0,50608.0,53861.0,57899.0,62157.0,65378.0,70075.0,73878.0,79273.0,81473.0,83771.0,86955.0,90498.0,90955.0,87552.0,87350.0,91011.0,91064.0,90632.0,92716.0,95600.0,97403.0,103997.0,104910.0,108340.0,108881.0,118571.0,126386.0,130257.0,141177.0
      Accounting and other business services\27\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,277.0,280.0,310.0,321.0,375.0,447.0,514.0,581.0,675.0,829.0,863.0,884.0,993.0,1094.0,1195.0,1313.0,1481.0,1704.0,1944.0,2056.0,2163.0,2349.0,2405.0,2874.0,3111.0,3471.0,3729.0,3975.0,4846.0,5744.0,6532.0,7089.0,7722.0,8643.0,9894.0,10155.0,10995.0,11959.0,13796.0,15484.0,17155.0,18569.0,20049.0,21932.0,24407.0,25026.0,26951.0,29685.0,30982.0,28012.0,27926.0,28535.0,28777.0,30601.0,33126.0,36471.0,38836.0,39942.0,42556.0,45494.0,49576.0,55050.0,59949.0,66961.0,75680.0
      Labor organization dues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,695.0,710.0,735.0,757.0,809.0,852.0,912.0,989.0,1063.0,1177.0,1281.0,1343.0,1478.0,1670.0,1950.0,2193.0,2465.0,2758.0,3092.0,3510.0,4007.0,4384.0,4857.0,5039.0,5454.0,6005.0,6561.0,6924.0,7377.0,7767.0,8279.0,8738.0,9136.0,9302.0,9465.0,9752.0,10127.0,10551.0,10346.0,10323.0,10233.0,10194.0,10006.0,10447.0,10745.0,10947.0,11420.0,11887.0,12516.0,12505.0,12349.0,12129.0,12182.0,12352.0,12707.0,13092.0,13488.0,13878.0,14364.0,14769.0,14722.0,15170.0,16094.0,16947.0,17982.0
      Professional association dues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,43.0,44.0,49.0,53.0,63.0,83.0,98.0,124.0,151.0,178.0,210.0,246.0,295.0,335.0,384.0,474.0,554.0,637.0,754.0,846.0,950.0,1050.0,1187.0,1285.0,1388.0,1527.0,1675.0,1839.0,2040.0,2237.0,2422.0,2498.0,2577.0,2754.0,2863.0,3125.0,3184.0,3395.0,3689.0,4077.0,4478.0,4945.0,5388.0,5812.0,6045.0,6500.0,7053.0,7548.0,7352.0,7473.0,7657.0,7992.0,8424.0,8745.0,8976.0,8970.0,9437.0,10566.0,10611.0,11158.0,10097.0,10941.0,10765.0,12273.0,13362.0
      Funeral and burial services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.0,1496.0,1528.0,1618.0,1710.0,1741.0,1809.0,1902.0,1966.0,2149.0,2241.0,2343.0,2454.0,2590.0,2696.0,2823.0,2928.0,3259.0,3504.0,3830.0,3996.0,4545.0,4836.0,5069.0,5430.0,6044.0,6767.0,7091.0,7486.0,8340.0,8767.0,9526.0,10114.0,10969.0,11473.0,11620.0,12377.0,12721.0,13001.0,14324.0,15148.0,15771.0,17132.0,17299.0,19670.0,20305.0,22158.0,22934.0,24013.0,24167.0,23383.0,23635.0,23890.0,23871.0,24643.0,24920.0,25931.0,26333.0,26514.0,26178.0,26243.0,28332.0,31939.0,31496.0,31423.0,29689.0
    Tobacco,1695.0,1450.0,1489.0,1322.0,1233.0,1367.0,1434.0,1535.0,1673.0,1697.0,1767.0,1870.0,2080.0,2337.0,2615.0,2636.0,2871.0,3353.0,3744.0,4009.0,4109.0,4251.0,4537.0,4914.0,5101.0,4946.0,5055.0,5310.0,5695.0,5990.0,6554.0,6871.0,7141.0,7221.0,7500.0,7564.0,8092.0,8529.0,8928.0,9423.0,9794.0,10792.0,11338.0,12193.0,13241.0,14099.0,15068.0,16787.0,16980.0,18281.0,19185.0,20860.0,22830.0,24303.0,27515.0,29243.0,30811.0,32157.0,34546.0,34745.0,38611.0,40991.0,42409.0,48008.0,48701.0,47328.0,49205.0,51419.0,53848.0,56416.0,65536.0,68492.0,69706.0,70142.0,70459.0,73664.0,76676.0,81000.0,84261.0,84207.0,94337.0,97897.0,97075.0,95000.0,96371.0,98160.0,104212.0,109661.0,114963.0,116142.0,116379.0,120795.0,124502.0,122447.0,119585.0,115212.0
  Net foreign travel and expenditures abroad by U.S. residents,511.0,499.0,367.0,285.0,206.0,207.0,217.0,264.0,310.0,261.0,209.0,87.0,120.0,159.0,276.0,638.0,1192.0,-54.0,28.0,316.0,625.0,655.0,857.0,1132.0,1476.0,1509.0,1619.0,1708.0,1738.0,1855.0,2019.0,2121.0,2047.0,2342.0,2517.0,2568.0,2858.0,3132.0,3788.0,3684.0,4044.0,4514.0,4778.0,5237.0,4721.0,4708.0,4445.0,3790.0,4311.0,4250.0,4075.0,3540.0,416.0,2509.0,5434.0,6564.0,7741.0,3296.0,6063.0,2781.0,-3696.0,-7673.0,-15219.0,-20034.0,-20738.0,-17580.0,-21912.0,-25173.0,-22543.0,-17254.0,-21231.0,-21104.0,-11631.0,-5769.0,1497.0,2638.0,1086.0,6654.0,1682.0,-3225.0,-39.0,-12066.0,-17696.0,-22210.0,-43082.0,-44228.0,-50586.0,-45054.0,-36480.0,-24523.0,-10568.0,-13379.0,13729.0,41084.0,58245.0,65696.0
    Foreign travel by U.S. residents,632.0,611.0,445.0,334.0,258.0,276.0,303.0,368.0,433.0,379.0,333.0,172.0,189.0,128.0,143.0,175.0,267.0,450.0,597.0,727.0,850.0,920.0,924.0,1044.0,1174.0,1263.0,1456.0,1624.0,1738.0,1900.0,2111.0,2313.0,2340.0,2583.0,2840.0,2988.0,3346.0,3606.0,4249.0,4200.0,4717.0,5414.0,5853.0,6832.0,7324.0,8127.0,8759.0,9380.0,10285.0,11107.0,12063.0,13304.0,15001.0,16522.0,18394.0,26109.0,27904.0,27795.0,33932.0,37336.0,38434.0,42702.0,41678.0,45907.0,48741.0,53255.0,54260.0,57783.0,63800.0,67736.0,65737.0,73565.0,72298.0,70910.0,74271.0,83921.0,90143.0,98267.0,103314.0,107940.0,103519.0,111891.0,117004.0,124969.0,121829.0,129978.0,137080.0,143175.0,155948.0,168263.0,179478.0,49789.0,76378.0,175771.0,238135.0,269203.0
    Less: Expenditures in the United States by nonresidents,142.0,132.0,98.0,69.0,70.0,85.0,106.0,122.0,140.0,135.0,144.0,105.0,94.0,122.0,140.0,169.0,203.0,360.0,418.0,399.0,451.0,481.0,568.0,637.0,703.0,735.0,830.0,920.0,997.0,1046.0,1051.0,1110.0,1149.0,1146.0,1204.0,1403.0,1560.0,1765.0,1840.0,2012.0,2327.0,2663.0,2941.0,3295.0,3954.0,4627.0,5372.0,6508.0,6982.0,8095.0,9402.0,11558.0,16637.0,16677.0,15664.0,22365.0,23323.0,27477.0,30944.0,37054.0,44830.0,52967.0,59247.0,66901.0,70596.0,72171.0,77726.0,84661.0,89041.0,87953.0,90391.0,98208.0,87688.0,80937.0,78225.0,87119.0,94997.0,98010.0,108929.0,119083.0,112554.0,132328.0,144298.0,156066.0,173230.0,182580.0,194980.0,195261.0,199435.0,203247.0,201496.0,74294.0,73736.0,146483.0,192425.0,216558.0
    Net expenditures abroad by U.S. residents,21.0,20.0,20.0,20.0,18.0,16.0,20.0,18.0,17.0,17.0,20.0,20.0,25.0,153.0,273.0,632.0,1128.0,-144.0,-151.0,-12.0,226.0,216.0,501.0,725.0,1005.0,981.0,993.0,1004.0,997.0,1001.0,959.0,918.0,856.0,905.0,881.0,983.0,1072.0,1291.0,1379.0,1496.0,1654.0,1763.0,1866.0,1700.0,1351.0,1208.0,1058.0,918.0,1008.0,1238.0,1414.0,1794.0,2052.0,2664.0,2705.0,2821.0,3160.0,2978.0,3075.0,2499.0,2700.0,2592.0,2349.0,960.0,1116.0,1335.0,1554.0,1704.0,2698.0,2963.0,3423.0,3538.0,3758.0,4259.0,5451.0,5837.0,5940.0,6397.0,7297.0,7917.0,8997.0,8371.0,9598.0,8887.0,8319.0,8374.0,7314.0,7032.0,7007.0,10461.0,11451.0,11126.0,11087.0,11796.0,12535.0,13051.0
Final consumption expenditures of nonprofit institutions serving households (NPISHs)\28\,1279.0,1290.0,1207.0,1037.0,912.0,907.0,903.0,942.0,960.0,982.0,995.0,1060.0,1118.0,1264.0,1479.0,1665.0,1732.0,1971.0,2113.0,2302.0,2329.0,2438.0,2598.0,2892.0,3026.0,3231.0,3379.0,3795.0,4027.0,4333.0,4864.0,5059.0,5246.0,5479.0,5769.0,6433.0,6962.0,7455.0,8050.0,8793.0,9444.0,10473.0,11704.0,12814.0,13755.0,15497.0,17013.0,18983.0,20635.0,23019.0,26120.0,30033.0,34140.0,37964.0,40756.0,45384.0,47907.0,52610.0,55698.0,63294.0,68037.0,75860.0,80127.0,87935.0,90065.0,97762.0,102328.0,110044.0,105588.0,123807.0,138229.0,158041.0,179083.0,198343.0,205511.0,206372.0,210268.0,239184.0,248780.0,287292.0,289180.0,294438.0,311856.0,341546.0,347384.0,353257.0,363787.0,388283.0,396415.0,420930.0,417691.0,482032.0,440340.0,536136.0,554081.0,613113.0
  Gross output of nonprofit institutions\29\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13908.0,14834.0,15783.0,16932.0,18339.0,20250.0,22079.0,24339.0,26978.0,30348.0,34009.0,38091.0,42770.0,47353.0,51832.0,58803.0,67193.0,76310.0,85160.0,96659.0,109356.0,126100.0,145650.0,163805.0,179216.0,194432.0,209278.0,227298.0,246863.0,275519.0,301238.0,334437.0,362892.0,396390.0,418746.0,440076.0,458544.0,483135.0,502624.0,542521.0,576319.0,621641.0,676441.0,737060.0,774643.0,818994.0,868456.0,932226.0,983141.0,1047353.0,1088289.0,1128598.0,1173519.0,1236513.0,1272552.0,1315247.0,1377510.0,1454384.0,1501172.0,1576713.0,1636851.0,1655266.0,1754374.0,1909395.0,2038434.0,2205708.0
  Less: Receipts from sales of goods and services by nonprofit institutions\30\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9044.0,9775.0,10537.0,11453.0,12570.0,13817.0,15117.0,16884.0,18929.0,21555.0,24566.0,27617.0,31066.0,34539.0,38077.0,43306.0,50180.0,57328.0,64525.0,73641.0,83236.0,96067.0,111510.0,125841.0,138460.0,149049.0,161371.0,174688.0,191166.0,212226.0,233201.0,258576.0,282765.0,308456.0,328681.0,342314.0,356216.0,373091.0,397036.0,418714.0,438090.0,463600.0,497359.0,538718.0,569131.0,612622.0,658188.0,693041.0,734361.0,760060.0,799109.0,834159.0,861663.0,894967.0,925167.0,961990.0,1013723.0,1066101.0,1104757.0,1155783.0,1219160.0,1173234.0,1314034.0,1373260.0,1484353.0,1592595.0
